,indice,Id_producto,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
813,813,0ce9e979-68a7-4477-97b3-4ed95048a4dc,Linen T-shirt vneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND9,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,2,warm,horizontal_stripes,casual,loose,freetime,2
814,814,da89ea9a-0567-4742-a295-5b35b7d4858a,Constella Top closet,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,tops,2,warm,printed,boho,straight,freetime,2
815,815,a0a848ec-8aa5-452f-a620-da75a45ba66a,Celina Tshirt joules,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND166,NO_MAINSTREAM,9,pink,FFC0CB,t-shirts,1,warm,smooth,casual,straight,freetime,2
816,816,10e35cc7-9d3c-4eb7-9cb8-fbd713826e02,Abbey Sweater embroidered ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND153,MAINSTREAM,9,black,000000,sweaters,2,cold_season,smooth,classic,straight,work,2
817,817,ddcec7c7-4d78-45c4-8491-2c03f3a83e42,Coated Jeans skinny ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND153,MAINSTREAM,9,black,000000,,3,cold_season,smooth,street,tight,work,1
818,818,3d22b416-cd0d-41d9-a921-e4ff11d9aa3a,Chelsea Dress denim ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND153,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,boho,tight,work,1
819,819,9acf7560-7a75-4f92-9adc-0429a56f2eb3,Onlohio Jacket kalamata ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND119,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,boho,straight,freetime,3
820,820,5d2784d8-80c4-4d4b-a417-f54b48318913,Pcbodil Dress noos,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND142,MAINSTREAM,9,black,000000,,2,warm,smooth,classic,loose,freetime,1
821,821,108aa449-03d2-434f-b9cc-263eb3c1100c,Rebecca Sweater oasis ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND134,MAINSTREAM,9,green_light,BBE2AD,sweaters,2,cold,smooth,boho,straight,work,2
822,822,3891e6d1-d864-4c15-9b4e-8581125dcb4a,Lola Pant jean ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND150,MAINSTREAM,9,salmon,F29985,,2,warm_season,smooth,street,tight,freetime,1
823,823,496a2722-e76b-42ac-9d2b-0fb6984bca56,Mamen Top closet ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND167,OWN_PRODUCTION,9,white,FFFFFF,tops,3,warm,miniprint,boho,loose,work,2
824,824,9ef1b87c-bd9d-48d7-9232-8a9c7c36cd3b,Ihfernando Dress classic ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,black,000000,,2,warm,smooth,boho,straight,work,1
825,825,add10157-fd3f-41d2-aff8-ee39af63a243,Freja Pant holly ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND130,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,classic,straight,work,1
826,826,89d8fcd6-52ab-498f-abfd-a6d54a297e4c,Vimirenza Jumpsuit v-neck ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND55,MAINSTREAM,9,blue_dark,00008b,,2,warm,smooth,minimal,straight,work,1
827,827,9b958d08-ee68-4e35-8da2-00f339871cca,Bengalin Pant lindex ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND64,MAINSTREAM,9,black,000000,,2,cold,smooth,classic,tight,work,1
828,828,afcc86c7-927d-4ff9-8bf8-4820b1299d6f,Ihmarrakech Dress fluid ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,black,000000,,2,warm,smooth,boho,straight,work,1
829,829,4dbf8969-c5d0-4117-9c1d-40dbf2d4fb95,Clara Jeans denim,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND64,MAINSTREAM,9,blue,000081,,2,cold_season,smooth,casual,tight,freetime,1
830,830,4b1bea97-b3a6-4d9f-af19-c278b1692fa7,Ojos Top sparkle ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND112,NO_MAINSTREAM,9,black,000000,t-shirts,2,warm,smooth,casual,tight,work,2
831,831,ece64a75-ad94-46ee-a3e1-848a8df43828,Icmarrakech Dress miniprint ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,white,FFFFFF,,2,warm,floral,boho,straight,freetime,1
832,832,fcfb9d52-1baa-40d8-8922-b25928c3b4c2,Babs Jumpsuit overall ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND90,MAINSTREAM,9,green_dark,164A0A,,3,warm,floral,street,straight,work,1
833,833,5ca396b9-dbb7-43ba-8f9f-86690ce7ad47,Marie Short check ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND112,NO_MAINSTREAM,9,brick,8e1d03,,3,warm,checked,boho,loose,freetime,1
834,834,804663f0-72de-442e-ad3a-1287040adc9c,Belma Pant fit ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND90,MAINSTREAM,9,black,000000,,3,warm_season,retro,street,loose,work,1
835,835,ba2c9da8-e5c3-4910-b32b-a3d881f19e2d,Royal Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND162,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,classic,straight,work,3
836,836,94a0c2a2-0f4b-4bfb-90bd-048fe8ea7ee8,Charis Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,,2,cold_season,smooth,boho,,work,3
837,837,a100f6a0-ee21-4e3d-8c9d-c2c80387c94a,Longsleeve Shirt printed ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND151,NO_MAINSTREAM,9,white,FFFFFF,blouse,2,cold_season,miniprint,classic,straight,work,2
838,838,94a0c2a2-0f4b-4bfb-90bd-048fe8ea7ee8,Charis Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,black,000000,,2,cold_season,smooth,boho,,work,3
839,839,0a7274a3-27dd-4d6b-89d0-69689772b903,Objwinew Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND101,NO_MAINSTREAM,9,sand,ebd6a7,,2,warm_season,smooth,street,tight,work,3
840,840,3a16cbad-4c23-4e47-87b6-19a99be1be6f,Chanel Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,rust,B94600,,2,cold_season,smooth,boho,,work,3
841,841,a6e6ffb4-09d6-40b1-80ee-3211dcd1b9e7,Carcarma Jeans jogg ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND39,MAINSTREAM,9,blue_light,87CEFA,,2,warm_season,smooth,street,tight,freetime,1
842,842,94a0c2a2-0f4b-4bfb-90bd-048fe8ea7ee8,Charis Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,2,cold_season,smooth,boho,,work,3
843,843,b0903766-034e-49ab-8252-6a5309b6f193,Shverenice Sweater knit,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND163,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,1,warm_season,smooth,classic,straight,work,2
844,844,4de7108a-68fa-44e2-9551-db440d6bb14a,Ante Skirt buttons ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND25,WHOLE_SALE,9,black,000000,,2,cold_season,smooth,boho,straight,freetime,1
845,845,076b6192-d198-43e3-9f62-f3474b9ca037,Shagnolo Shirt popelin ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND158,NO_MAINSTREAM,9,blue_light,87CEFA,shirt,1,cold_season,smooth,classic,tight,work,2
846,846,441cd6e3-6620-4edd-8fd8-79f52f6c7f3c,Alexa Jeans slim ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND174,PREMIUM,9,mustand,DEB24C,,2,cold_season,smooth,street,tight,freetime,1
847,847,1ce26356-9a0b-484a-b16e-d8346ae58ddf,Lazarus Jacket tiffosi ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND19,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,casual,straight,work,3
848,848,e40d1d11-e52e-4cb3-9280-22b5fdfd8dd9,Toxico Jeans jungle ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND120,WHOLE_SALE,9,ecru,ECE9D6,,4,cold_season,printed,boho,tight,freetime,1
849,849,7999fbb9-7dd7-4cfa-ad45-820810a5cd1f,Onlmissuri Pant ankle,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND119,MAINSTREAM,9,beige,DFC8B2,,3,cold_season,smooth,casual,tight,freetime,1
850,850,ac1926f2-be6d-4e21-a093-434f1543a062,Jaune Dress majolica,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND91,WHOLE_SALE,9,yellow,FFFF00,,3,warm,liberty,street,straight,work,1
851,851,3191180b-e386-4be0-8cf0-298124f03c2d,Vitiana Top dots ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,black,000000,tops,2,warm,smooth,boho,straight,work,2
852,852,f46d0819-4b32-4202-87f8-5fb2fce3d15f,Objamira Skirt long ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND101,NO_MAINSTREAM,9,ecru,ECE9D6,,3,warm,floral,boho,straight,work,1
853,853,4c633f23-5685-4f13-848a-f331bc6ad481,Dial Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,mustand,DEB24C,tops,3,warm_season,floral,boho,straight,work,2
854,854,c277d548-e301-43c6-961c-ef2f02eb4109,Roui Short jcz ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND60,WHOLE_SALE,9,khaki,666633,,3,warm,smooth,boho,straight,freetime,1
855,855,b66bacb0-3c2e-4e56-88ce-26d50da2cfab,Bail Top majolica,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,red,B11730,tops,2,warm,smooth,boho,straight,freetime,2
856,856,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND15,WHOLE_SALE,9,black,000000,,3,warm,smooth,classic,straight,freetime,1
857,857,6231a57e-14e7-426b-9fb3-7805196916fe,Carol Dress majolica ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND91,WHOLE_SALE,9,green,008000,,2,warm_season,smooth,classic,straight,work,1
858,858,b66bacb0-3c2e-4e56-88ce-26d50da2cfab,Bail Top majolica,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,white,FFFFFF,tops,2,warm,smooth,boho,straight,freetime,2
859,859,50701dda-a3f4-4b59-8698-da3757382574,Lines Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,blue_light,87CEFA,tops,2,warm,vertical_stripes,boho,straight,freetime,2
860,860,0dd2e4e3-4efa-45d7-b8ec-dc3b603a4c70,Vimero Top noos,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,white,FFFFFF,tops,2,warm_season,smooth,classic,straight,freetime,2
861,861,ade6546d-9c6f-4f15-b715-10e87f3a496a,Marine Tshirt stripes ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND121,NO_MAINSTREAM,9,rust,B94600,t-shirts,2,warm,horizontal_stripes,boho,straight,freetime,2
862,862,c7ab9599-94fe-47e8-90b9-282b09deb8d3,Marga Dress majolica ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND91,WHOLE_SALE,9,red,B11730,,3,warm,floral,boho,straight,freetime,1
863,863,0af5e57b-5a8c-4303-a901-144d55da705c,Vigiulia Shirt swirl,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,blue_dark,00008b,shirt,3,cold_season,miniprint,boho,straight,work,2
864,864,23ec5cfd-652c-41db-bfd8-e2e43ef5921d,Srmoira Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND78,NO_MAINSTREAM,9,blue,000081,,3,warm,smooth,boho,straight,work,1
865,865,b15bdc26-38b3-47e3-a9c9-8708f913484a,Sccembre Shirt blouse ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND66,MAINSTREAM,9,pink,FFC0CB,blouse,1,warm_season,smooth,classic,straight,work,2
866,866,7618f207-57dc-4ecd-8423-e1375e8134e1,Columbine Tshirt knit ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND71,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,2,warm,smooth,casual,straight,work,2
867,867,7fe56e06-a671-46f3-b8a5-f626db6e66b4,Zeze Short woven ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND74,MAINSTREAM,9,khaki,666633,,3,warm,smooth,casual,straight,work,1
868,868,7ea8043c-9933-40cd-bb15-f14deaedc2b8,Lenka Pant phase ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND33,NO_MAINSTREAM,9,blue_dark,00008b,,2,cold_season,herringbone,boho,loose,work,1
869,869,0dd2e4e3-4efa-45d7-b8ec-dc3b603a4c70,Vimero Top noos,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,black,000000,tops,2,warm_season,smooth,classic,straight,freetime,2
870,870,2613eddd-331c-4d88-9fb3-35f57473a463,Mushroom Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND134,MAINSTREAM,9,blue_klein,0000FF,,3,warm_season,smooth,classic,straight,work,1
871,871,39b35e83-2b76-4377-b583-bdc33274c2f7,Mehr Cardigan long,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,cardigan,2,warm_season,smooth,casual,tight,work,2
872,872,8772bba7-13ee-4edc-a326-30afb7a40428,Cerise Playsuit solid ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND15,WHOLE_SALE,9,blue_dark,00008b,,3,warm,smooth,classic,straight,freetime,1
873,873,b3d21512-4de0-4f72-93a1-462e754477cf,Bat Shirt cotton ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND132,NO_MAINSTREAM,9,white,FFFFFF,shirt,3,warm_season,smooth,boho,loose,work,2
874,874,3b294f3f-dac3-448f-8015-58132818c03f,Erin Jeans medium,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND89,MAINSTREAM,9,blue,000081,,2,cold_season,smooth,casual,tight,freetime,1
875,875,1cec20a7-4c80-4dfb-9a80-1c8ea946f8b7,Mira Cardigan short,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,cardigan,2,warm_season,smooth,casual,tight,work,2
876,876,8f95b505-da5a-4549-adb7-24b728845c70,Amina Pant phase ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND33,NO_MAINSTREAM,9,gray_light,D3D3D3,,2,warm_season,smooth,street,tight,work,1
877,877,fae80d54-51e9-406d-92e9-7191421bf5d3,Ihcatarina Dress stripes ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,vertical_stripes,classic,straight,work,1
878,878,74b4c34a-7257-4449-8a44-f1d762321571,Sheep Jacket leather,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND167,OWN_PRODUCTION,9,brick,8e1d03,,3,cold_season,smooth,street,tight,freetime,3
879,879,39b35e83-2b76-4377-b583-bdc33274c2f7,Mehr Cardigan long,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,rust,B94600,cardigan,2,warm_season,smooth,casual,tight,work,2
880,880,f2fe6295-13f1-41c4-aa9a-3bf6effcfc0c,Vmdotti Jumpsuit culotte ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND102,MAINSTREAM,9,blue,000081,,3,warm,vertical_stripes,boho,straight,work,1
881,881,092f3264-e068-46ea-9387-cae1552d493e,Lity Jacket tiffosi,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND19,MAINSTREAM,9,ecru,ECE9D6,,2,cold_season,smooth,casual,straight,freetime,3
882,882,39b35e83-2b76-4377-b583-bdc33274c2f7,Mehr Cardigan long,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,khaki,666633,cardigan,2,warm_season,smooth,casual,tight,work,2
883,883,1cec20a7-4c80-4dfb-9a80-1c8ea946f8b7,Mira Cardigan short,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,rust,B94600,cardigan,2,warm_season,smooth,casual,tight,work,2
884,884,b9806f06-fe9d-4316-9486-ac056042dd3c,Ariel Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,green_light,BBE2AD,tops,2,warm,floral,classic,straight,freetime,2
885,885,c951c63c-833b-4f8a-87f9-3d74a991977c,Maggie Tshirt flamingo ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND127,NO_MAINSTREAM,9,blue,000081,t-shirts,2,warm_season,horizontal_stripes,classic,straight,work,2
886,886,6bcdcd81-c020-42a5-beb2-581c782e5095,Leessential Tshirt slim ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND138,PREMIUM,9,pink,FFC0CB,t-shirts,2,warm,smooth,casual,straight,freetime,2
887,887,63362fae-c4c6-44c6-99f8-48d61dddbacd,Luna Skirt majolica ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND91,WHOLE_SALE,9,green_light,BBE2AD,,3,warm,geometric,boho,straight,work,1
888,888,f536d088-3308-45fd-99ca-8d8e2ab02cc8,Onlkira Short belt ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND119,MAINSTREAM,9,black,000000,,2,warm,smooth,classic,straight,freetime,1
889,889,74648d78-662e-4c0b-9e19-567d7dea721b,Esprit Bag shopper ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND100,NO_MAINSTREAM,9,black,000000,,2,cold_season,smooth,classic,,work,3
890,890,a37e02d7-23b7-4e6f-b044-aa10e72d85b4,Annais Top denim ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND151,NO_MAINSTREAM,9,blue_light,87CEFA,tops,2,warm,smooth,classic,straight,work,2
891,891,3ff75b0b-0753-457a-bdb1-137c4b733ecf,Baranya Shorts fit ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND90,MAINSTREAM,9,strawberry,d0455f,,2,warm,smooth,boho,straight,freetime,1
892,892,d5693359-8080-422b-9452-e87508cd72a1,Cathy Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,rust,B94600,,2,cold_season,smooth,boho,,work,3
893,893,3fc5c734-24b8-4e52-aa8e-61fc7bc544e7,Chino Pant slim ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND151,NO_MAINSTREAM,9,green,008000,,2,warm_season,smooth,classic,straight,work,1
894,894,00efaf4b-69ac-4ae1-9a17-027ecf6d05af,Vichino Short noos ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,warm,smooth,classic,tight,freetime,1
895,895,07139800-e2c7-4197-aa4f-a5e7952ef832,Captain Skirt denim ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND160,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,street,tight,work,1
896,896,2d46fed1-7247-4e46-9f1b-3eefe3d6b663,Cassidy Dress cruise,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND127,NO_MAINSTREAM,9,lilac,BBA9E4,,3,warm,vertical_stripes,street,straight,work,1
897,897,bb6827a6-9407-45c5-a45c-6d3465edb607,Onlkarmen Dress short ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND119,MAINSTREAM,9,ecru,ECE9D6,,3,warm,floral,boho,straight,freetime,1
898,898,9c10d32f-4bba-4e18-989c-01172245a814,Zawov Top antique ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND35,MAINSTREAM,9,ecru,ECE9D6,tops,2,warm,smooth,classic,straight,work,2
899,899,da8b4718-d3d3-4482-a02c-4ddc09d24786,Tere Shirt esprit ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND132,NO_MAINSTREAM,9,taupe,9A8176,blouse,3,warm_season,smooth,classic,straight,work,2
900,900,2f23f30a-31ce-4ffd-aa29-1fe80a1dd2d7,Dou Jeans onesize ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND19,MAINSTREAM,9,mint,c4ddce,,3,warm_season,smooth,street,tight,freetime,1
901,901,b7653b4c-024d-4a84-afbe-5999b91a90b9,Yois Jacket bomb,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND15,WHOLE_SALE,9,black,000000,,2,warm_season,retro,street,loose,freetime,3
902,902,0dd2e4e3-4efa-45d7-b8ec-dc3b603a4c70,Vimero Top noos,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,beige,DFC8B2,tops,2,warm_season,smooth,classic,straight,freetime,2
903,903,b6e75c9b-aa4f-400b-82a3-3dbd35c3539b,Line Dress closet ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND148,NO_MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,tight,working_girl,1
904,904,c2a55029-48e0-42fd-b75d-7be390d36077,Franzu Sweater basic ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND35,MAINSTREAM,9,blue_dark,00008b,sweaters,2,cold_season,smooth,classic,straight,freetime,2
905,905,2ca537e8-919c-4650-85cb-30543cd19f19,Leo Jumpsuit printed ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND91,WHOLE_SALE,9,black,000000,,3,warm_season,animal_print,night,straight,special_occasion,1
906,906,9c7f69a7-3ac7-4483-a9de-e8ebdc45929c,Shamburgo Jeans solid ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND163,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,1
907,907,fe5e6bc1-1fa9-49fb-830a-5b0b683ef817,Winona Short woven ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND74,MAINSTREAM,9,blue_dark,00008b,,3,warm,floral,boho,straight,freetime,1
908,908,e78f6bfe-6547-4955-ab41-b66a6041be07,Atelier Tshirt nathael ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND11,WHOLE_SALE,9,white,FFFFFF,t-shirts,2,warm,smooth,casual,straight,work,2
909,909,54d1c2d9-cfcb-4102-a3cb-c66d70c1e07c,Objthessi Cardigan noos ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND101,NO_MAINSTREAM,9,black,000000,cardigan,2,warm_season,smooth,classic,straight,work,2
910,910,0fcd3259-cc58-46c5-a8b9-66af9c64d9e8,Vince Shirt summ ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND72,WHOLE_SALE,9,ecru,ECE9D6,shirt,3,warm_season,cachemere,boho,straight,freetime,2
911,911,1dd94771-0baa-419e-b93e-63ffd0fee8fb,York Bag cotton ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,garnet,800000,,2,warm,smooth,boho,,work,3
912,912,0e0a4757-3a97-42f9-bd5f-4eeedae359a6,Onlserena Cardigan stripes ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND119,MAINSTREAM,9,black,000000,cardigan,2,warm_season,horizontal_stripes,casual,loose,work,2
913,913,c253a3c4-ebda-47f0-a5fe-aff8ac4d4d99,Moon Top knot ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND121,NO_MAINSTREAM,9,blue_dark,00008b,tops,3,warm,miniprint,boho,loose,freetime,2
914,914,3927b576-dfda-49f9-966b-3ee29adb49a2,Saint Top singlet,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND152,NO_MAINSTREAM,9,khaki,666633,tops,2,warm,smooth,classic,straight,night,2
915,915,5a1826ae-b321-420e-84b7-0b9e20b08099,Carthunder Skirt pencil ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND39,MAINSTREAM,9,black,000000,,2,warm_season,smooth,casual,tight,freetime,1
916,916,6ab3916d-970a-4690-9aa3-3eec757e8eb3,Pclou Jacket denim,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND142,MAINSTREAM,9,sand,ebd6a7,,2,warm_season,smooth,casual,straight,work,3
917,917,a61ed994-4d8b-4a8f-94f5-f6f9ea41ae5c,Wave Sweater  zeze ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND74,MAINSTREAM,9,black,000000,t-shirts,3,warm,smooth,night,straight,work,2
918,918,60abaac7-33e6-4ca6-9f1f-032874143af0,Serena Jacket suedette ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND153,MAINSTREAM,9,brown,462C0E,,2,cold_season,smooth,classic,straight,work,3
919,919,c70c73d0-edec-42fe-a9bd-4a2da91d6f0c,Jacey Shirt pepper ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND2,NO_MAINSTREAM,9,camel,C19A6B,blouse,3,warm_season,animal_print,classic,straight,work,2
920,920,a17af852-f52e-4435-9519-e0f08528f6f7,Leo Skirt majolica ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND91,WHOLE_SALE,9,brown,462C0E,,3,warm_season,animal_print,street,straight,work,1
921,921,287e0a4c-ba00-4b4b-9fc0-8320619e5eb9,Bona Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND106,WHOLE_SALE,9,red,B11730,,2,warm_season,smooth,street,tight,work,1
922,922,6e1d6293-a28c-4f42-863c-0504316ee81a,Shnauplia Top flowers ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND158,NO_MAINSTREAM,9,black,000000,tops,2,warm,floral,boho,straight,work,2
923,923,2845a931-d52a-434e-a47c-2e4067c27c0a,Toxiko Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND165,WHOLE_SALE,9,green,008000,,2,cold_season,smooth,casual,tight,freetime,1
924,924,79c51e0c-28ef-4f1e-9257-7285c1ce717b,Onlvenice Sweater oneck ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,1,cold_season,smooth,classic,tight,work,2
925,925,bfe27b4f-28e5-40fa-88e7-5a8e4a1762c8,Deneen Dress fit ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND90,MAINSTREAM,9,blue_dark,00008b,,3,warm,floral,boho,straight,work,1
926,926,4dfbf9ad-f672-4c76-adae-e3358cb515e9,Vilucy Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,black,000000,blouse,2,warm_season,smooth,classic,straight,work,2
927,927,4dfbf9ad-f672-4c76-adae-e3358cb515e9,Vilucy Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,blue_dark,00008b,blouse,2,warm_season,smooth,classic,straight,work,2
